"Taxa";"Year";"Station";"Group";"Timing";"Maximum";"Magnitude";"Start";"End";"Middle";"Duration"
"45";"Acartia";2022;"BY5";"Copepoda";26;67.499996;34.494078665625;18.5;34;23.3333333333333;15.5
"46";"Bosmina";2008;"BY31";"Cladocera";26;64.90189;11.4283685625;10;33;30.8333333333333;23
"47";"Bosmina";2009;"BY31";"Cladocera";26;11.69935;1.36770516741071;9.33333333333333;37.5833333333333;35.2857142857143;28.25
"48";"Bosmina";2010;"BY31";"Cladocera";40;38.3659833333333;20.1940245086806;35.0909090909091;44.25;38.6666666666667;9.15909090909091
"49";"Bosmina";2011;"BY31";"Cladocera";31;55.49021;24.2549205;29.4;40.3333333333333;32.4285714285714;10.9333333333333
"50";"Bosmina";2012;"BY31";"Cladocera";31;80.39216;65.5882341666667;31.7;34.6;33.1111111111111;2.9
"51";"Bosmina";2013;"BY31";"Cladocera";38;40.60453;22.9214304403292;33.3333333333333;42.25;36.3333333333333;8.91666666666666
"52";"Bosmina";2014;"BY31";"Cladocera";35;378.1707;142.059894792208;31.6428571428571;38;32.9090909090909;6.35714285714286
"53";"Bosmina";2015;"BY31";"Cladocera";21;15.599128;4.27559942803031;4.8;37.5;11;32.7
"54";"Bosmina";2016;"BY31";"Cladocera";29;27.26672;11.3777955008446;21.5;37.5;32;16
"55";"Bosmina";2017;"BY31";"Cladocera";35;95.09994;80.06666;32.1538461538462;35.5;33.9333333333333;3.34615384615385
"56";"Bosmina";2018;"BY31";"Cladocera";34;188.7337;180.32686;30.5454545454545;35.3333333333333;32.8181818181818;4.78787878787879
"57";"Bosmina";2019;"BY31";"Cladocera";31;294.1327;229.5495125;31.0625;33.4666666666667;32.3571428571429;2.40416666666667
"58";"Bosmina";2020;"BY31";"Cladocera";37;42.54997;23.930868863871;34;43.75;37.5;9.75
"59";"Bosmina";2021;"BY31";"Cladocera";30;112.7995832875;86.54812479375;26.5;34.2222222222222;31;7.72222222222222
"60";"Bosmina";2022;"BY31";"Cladocera";35;242.2505;206.015416666667;34.2272727272727;36.0588235294118;35.25;1.83155080213904
"61";"Centropages";2008;"BY15";"Copepoda";18;89.2696300864865;30.4872753238583;5;33.5;11;28.5
"62";"Centropages";2008;"BY31";"Copepoda";27;33.72552;23.31699815625;22.4;30;26.25;7.6
"63";"Centropages";2008;"BY5";"Copepoda";31;16.66665;8.81381542291667;19.5;43.6666666666667;32.3333333333333;24.1666666666667
"64";"Centropages";2009;"BY15";"Copepoda";30;48.10461;31.3805406388889;26.5;35.6666666666667;32.125;9.16666666666666
"65";"Centropages";2009;"BY31";"Copepoda";31;8.169931;6.325612;27.5;38;32.3333333333333;10.5
"66";"Centropages";2009;"BY5";"Copepoda";26;51.601324;30.837415;16;31;25.75;15
"67";"Centropages";2010;"BY15";"Copepoda";31;32.7450675;21.2627603320312;24;39;31;15
"68";"Centropages";2010;"BY31";"Copepoda";31;4.150324;2.71514016666667;27.2;36.6;31.6666666666667;9.4
"69";"Centropages";2010;"BY5";"Copepoda";26;62.32025;48.0568128722222;23;31;27.125;8
"70";"Centropages";2011;"BY15";"Copepoda";30;88.235285;70.6172951111111;25.2;34.25;29.3333333333333;9.05
"71";"Centropages";2011;"BY31";"Copepoda";36;17.647065;8.714993715;29;43.5;35.5;14.5
"72";"Centropages";2011;"BY5";"Copepoda";30;69.803926;47.8342256136364;24.6666666666667;34;28.7142857142857;9.33333333333333
"73";"Centropages";2012;"BY15";"Copepoda";35;197.77797;167.816050627972;29.3333333333333;42;35.6;12.6666666666667
"74";"Centropages";2012;"BY31";"Copepoda";29;47.450985;18.3533079444444;25;33.375;31.3;8.375
"75";"Centropages";2012;"BY5";"Copepoda";25;45.947695;32.2162160208333;18.5;30.75;25.6;12.25
"76";"Centropages";2013;"BY15";"Copepoda";22;55.7552521090909;23.6783156642929;6;35.25;26;29.25
"77";"Centropages";2013;"BY31";"Copepoda";31;57.647085;39.0931539375;28.6666666666667;32.3333333333333;30.3809523809524;3.66666666666667
"78";"Centropages";2013;"BY5";"Copepoda";29;52.02613;50.2871044464286;25.875;32.6666666666667;29.1428571428571;6.79166666666666
"79";"Centropages";2014;"BY15";"Copepoda";31;31.17648;13.9176341035714;22.25;40.5;29.75;18.25
"80";"Centropages";2014;"BY31";"Copepoda";29;54.509805;30.9943900714286;24.2857142857143;31.875;29.25;7.58928571428572
"81";"Centropages";2014;"BY5";"Copepoda";27;99.248445;72.6719847619048;23.25;30.6666666666667;27.5;7.41666666666667
"82";"Centropages";2015;"BY15";"Copepoda";33;62.39997;39.05600046;28.1428571428571;38;31.5714285714286;9.85714285714286
"83";"Centropages";2015;"BY31";"Copepoda";37;13.725495;9.52106780833333;32.4;44.3333333333333;36.6666666666667;11.9333333333333
"84";"Centropages";2015;"BY5";"Copepoda";31;98.733213;72.7999138571429;27;33.5;29.8181818181818;6.5
"85";"Centropages";2016;"BY15";"Copepoda";29;128.400125;104.950100125;26.4;30.5555555555556;28.4666666666667;4.15555555555556
"86";"Centropages";2016;"BY31";"Copepoda";30;25.99998;20.82082734375;25.8;33.5;29.7142857142857;7.7
"87";"Centropages";2016;"BY5";"Copepoda";25;41.200005;28.1636955563492;14.6666666666667;35;24;20.3333333333333
"88";"Centropages";2017;"BY15";"Copepoda";29;70.79998;36.0046851735294;23.5;33.6666666666667;26.6666666666667;10.1666666666667
"89";"Centropages";2017;"BY31";"Copepoda";33;69.066868;26.5741124444444;29.5;38.6;31.6;9.1
"90";"Centropages";2017;"BY5";"Copepoda";27;86.53338;43.1379592736111;18.3333333333333;36.25;25;17.9166666666667
"91";"Centropages";2018;"BY15";"Copepoda";30;21.233307;15.34265108;21.75;38.5;28.3333333333333;16.75
"92";"Centropages";2018;"BY31";"Copepoda";31;53.600025;29.7571510714286;26.8571428571429;33.6;29;6.74285714285714
"93";"Centropages";2018;"BY5";"Copepoda";27;57.266675;44.9765757472222;21;32.3333333333333;25.75;11.3333333333333
"94";"Centropages";2019;"BY15";"Copepoda";26;174.66693;98.9082455416667;22.125;31.6666666666667;25;9.54166666666667
"95";"Centropages";2019;"BY31";"Copepoda";29;22.799985;11.1777706666667;24.25;33.8;30.3636363636364;9.55
"96";"Centropages";2019;"BY5";"Copepoda";30;37.253345;22.3239375333333;20.6666666666667;41.5;28;20.8333333333333
"97";"Centropages";2020;"BY15";"Copepoda";27;96.133355;45.721412285;20.6666666666667;30.1666666666667;27.3;9.5
"98";"Centropages";2020;"BY31";"Copepoda";30;48.866623;27.3041536875;25.6;33.3333333333333;30.1818181818182;7.73333333333333
"99";"Centropages";2020;"BY5";"Copepoda";29;78.833205;45.7942113958333;19.5;35.6;30.25;16.1
"100";"Centropages";2021;"BY15";"Copepoda";34;103.16648;49.1383984769231;27.5555555555556;40.4;33;12.8444444444444
"101";"Centropages";2021;"BY31";"Copepoda";30;13.7999805;6.47916196875;25;36.6666666666667;29.3333333333333;11.6666666666667
"102";"Centropages";2021;"BY5";"Copepoda";29;34.500005;19.57479300625;20.3333333333333;36.25;31;15.9166666666667
"103";"Centropages";2022;"BY15";"Copepoda";30;124.800005;111.361198877778;26.75;34.6;30.8333333333333;7.85
"104";"Centropages";2022;"BY31";"Copepoda";28;39.666658;36.4666654375;26.2;30.5;28.4166666666667;4.3
"105";"Centropages";2022;"BY5";"Copepoda";25;63.900015;46.725002;19.5;29.6666666666667;23.4;10.1666666666667
"106";"Cladocera";2008;"BY31";"Cladocera";25;70.130655;39.51047334375;20;31.7142857142857;26;11.7142857142857
"107";"Cladocera";2009;"BY31";"Cladocera";27;39.6732065;12.0774926428571;22.5;36;28.1666666666667;13.5
"108";"Cladocera";2010;"BY31";"Cladocera";33;132.6796;45.9445003541667;26;37.6666666666667;28.5;11.6666666666667
"109";"Cladocera";2011;"BY31";"Cladocera";29;67.254915;33.8484794833333;23.6666666666667;35.3333333333333;30.25;11.6666666666667
"110";"Cladocera";2012;"BY31";"Cladocera";30;83.006545;33.3741816875;24.6;34.1;32.0769230769231;9.5
"111";"Cladocera";2013;"BY31";"Cladocera";31;144.7711175;80.14397221875;26.3846153846154;34;29;7.61538461538462
"112";"Cladocera";2014;"BY31";"Cladocera";30;238.203033;124.351219535714;25.4;32.5555555555556;30.2;7.15555555555556
"113";"Cladocera";2015;"BY31";"Cladocera";30;74.5098;21.5468419375;24.4705882352941;36;28.5;11.5294117647059
"114";"Cladocera";2016;"BY31";"Cladocera";29;96;35.8545689772727;23.2222222222222;34.3333333333333;25.75;11.1111111111111
"115";"Cladocera";2017;"BY31";"Cladocera";29;156;78.4366237875;23.6666666666667;33;27.125;9.33333333333333
"116";"Cladocera";2018;"BY31";"Cladocera";33;204.73374;186.789094166667;28.3333333333333;34.5;31.5;6.16666666666667
"117";"Cladocera";2019;"BY31";"Cladocera";30;187.999905;133.41099875;26.2;32.6666666666667;29.6;6.46666666666667
"118";"Cladocera";2020;"BY31";"Cladocera";29;107.33334;47.9575036625;25;34.2;28.3636363636364;9.2
"119";"Cladocera";2021;"BY31";"Cladocera";31;100.916706666667;59.1944705555556;25.5;34.9;32;9.4
"120";"Cladocera";2022;"BY31";"Cladocera";32;175.780333333333;46.151715;25.6666666666667;35.8095238095238;34.4285714285714;10.1428571428571
"121";"Copepoda";2008;"BY15";"Copepoda";22;332.124186;165.037661095095;7.33333333333333;34;22;26.6666666666667
"122";"Copepoda";2008;"BY31";"Copepoda";28;174.64051;126.107096923077;21.6;34.75;27;13.15
"123";"Copepoda";2008;"BY5";"Copepoda";27;179.313731;98.8374674447709;14.5;37.5;28.25;23
"124";"Copepoda";2009;"BY15";"Copepoda";31;363.463946;218.392755175;26.25;36.25;32.5714285714286;10
"125";"Copepoda";2009;"BY31";"Copepoda";33;98.888922;62.9680383076923;27.6666666666667;40.75;34;13.0833333333333
"126";"Copepoda";2009;"BY5";"Copepoda";28;260.751445;170.988663097222;19;36.5;27;17.5
"127";"Copepoda";2010;"BY15";"Copepoda";33;250.523081;206.5917418125;25.6666666666667;39;33.2;13.3333333333333
"128";"Copepoda";2010;"BY31";"Copepoda";33;100.196041;69.0972261666667;27;38.5714285714286;33.8;11.5714285714286
"129";"Copepoda";2010;"BY5";"Copepoda";28;346.918325;209.3772637;21.6666666666667;36.5;26.8;14.8333333333333
"130";"Copepoda";2011;"BY15";"Copepoda";29;739.869714;549.96116416;23.75;33.6;29.5;9.85
"131";"Copepoda";2011;"BY31";"Copepoda";32;148.333295;120.147303730769;27;39;32.8333333333333;12
"132";"Copepoda";2011;"BY5";"Copepoda";27;550.326352;406.294465831818;21.4;33.25;26.5;11.85
"133";"Copepoda";2012;"BY15";"Copepoda";32;502.287524;441.410596386364;24.3333333333333;39.5;31.3333333333333;15.1666666666667
"134";"Copepoda";2012;"BY31";"Copepoda";29;292.189675;176.5201048125;26;33.7142857142857;30.6;7.71428571428572
"135";"Copepoda";2012;"BY5";"Copepoda";28;291.568521;192.989348797619;21.5;35;27.6;13.5
"136";"Copepoda";2013;"BY15";"Copepoda";29;387.163286;190.832752233333;22.5;37.6;32.25;15.1
"137";"Copepoda";2013;"BY31";"Copepoda";31;156.993643;128.71941175;27.2;35.25;30.8571428571429;8.05
"138";"Copepoda";2013;"BY5";"Copepoda";29;383.235104;304.6821598;24;33.5;28.2;9.5
"139";"Copepoda";2014;"BY15";"Copepoda";27;202.02626;134.343196538961;20.75;31.8333333333333;26;11.0833333333333
"140";"Copepoda";2014;"BY31";"Copepoda";29;273.725485;172.278608375;24.3333333333333;32;29.1;7.66666666666667
"141";"Copepoda";2014;"BY5";"Copepoda";26;316.274625;259.559385454545;21;31.3333333333333;26.3333333333333;10.3333333333333
"142";"Copepoda";2015;"BY15";"Copepoda";31;268.199731;192.095570944444;26.6;35;30.25;8.4
"143";"Copepoda";2015;"BY31";"Copepoda";33;183.463998;83.4134137666667;24.5;39.6666666666667;33.6666666666667;15.1666666666667
"144";"Copepoda";2015;"BY5";"Copepoda";29;196.299933;139.350227538095;20.6666666666667;35;28.5;14.3333333333333
"145";"Copepoda";2016;"BY15";"Copepoda";30;714.327265;530.7184146;26;31.1666666666667;28.5384615384615;5.16666666666667
"146";"Copepoda";2016;"BY31";"Copepoda";30;214.133145;163.497529071429;26.5;33.8333333333333;30.6666666666667;7.33333333333334
"147";"Copepoda";2016;"BY5";"Copepoda";26;219.746695;133.374664611111;15.75;33.5;25.3333333333333;17.75
"148";"Copepoda";2017;"BY15";"Copepoda";29;193.433347;171.812957794118;23.25;35.3333333333333;28.75;12.0833333333333
"149";"Copepoda";2017;"BY31";"Copepoda";31;163.600186;108.485765821429;23.3333333333333;37;29.6;13.6666666666667
"150";"Copepoda";2017;"BY5";"Copepoda";31;567.833663;351.526476433333;22.75;37.8;32.25;15.05
"151";"Copepoda";2018;"BY15";"Copepoda";31;103.24105605;99.03569645;23;39.6666666666667;31.3333333333333;16.6666666666667
"152";"Copepoda";2018;"BY31";"Copepoda";30;218.933343;121.668432071429;24.6;38;30.3333333333333;13.4
"153";"Copepoda";2018;"BY5";"Copepoda";29;392.720281;297.53651365;21.8;36.5;28;14.7
"154";"Copepoda";2019;"BY15";"Copepoda";27;872.665867;445.382485981818;21.8333333333333;32.75;24.875;10.9166666666667
"155";"Copepoda";2019;"BY31";"Copepoda";29;151.333518;94.7389399166667;23.75;35.75;28.8;12
"156";"Copepoda";2019;"BY5";"Copepoda";27;163.106706;108.902322833333;17.6666666666667;38.5;25;20.8333333333333
"157";"Copepoda";2020;"BY15";"Copepoda";25;263.63335;157.147197038462;18.1666666666667;31.3333333333333;26.4;13.1666666666667
"158";"Copepoda";2020;"BY31";"Copepoda";30;198.333247;143.02399375;25.25;35.5;30.6666666666667;10.25
"159";"Copepoda";2020;"BY5";"Copepoda";26;249.616658;167.268182368421;17;35;25.3333333333333;18
"160";"Copepoda";2021;"BY15";"Copepoda";36;286.116541;189.697123680342;29.3333333333333;42;37.25;12.6666666666667
"161";"Copepoda";2021;"BY31";"Copepoda";33;108.200006;64.94644;27.6666666666667;41.3333333333333;33.8333333333333;13.6666666666667
"162";"Copepoda";2021;"BY5";"Copepoda";29;91.626758;85.117252618421;19.3333333333333;38;28.3333333333333;18.6666666666667
"163";"Copepoda";2022;"BY15";"Copepoda";29;403.033612;279.166452111111;24;35.25;30.8;11.25
"164";"Copepoda";2022;"BY31";"Copepoda";31;227.166612;127.6024855;26;37;29.4;11
"165";"Copepoda";2022;"BY5";"Copepoda";27;267.429174;200.949624671429;20.2;34;25.5;13.8
"166";"Evadne";2008;"BY31";"Cladocera";24;56.2091;40.8496616666667;21;26.6666666666667;23.2857142857143;5.66666666666667
"167";"Evadne";2009;"BY31";"Cladocera";30;39.21569;12.0833284583333;24.6666666666667;36;28.3571428571429;11.3333333333333
"168";"Evadne";2010;"BY31";"Cladocera";27;132.6796;98.03915;24.9090909090909;27.7857142857143;26.3636363636364;2.87662337662337
"169";"Evadne";2011;"BY31";"Cladocera";25;34.64048;24.4988983333333;22.25;28;25.5454545454545;5.75
"170";"Evadne";2012;"BY31";"Cladocera";26;43.13727;31.11111;22.3333333333333;27.1666666666667;24.5;4.83333333333334
"171";"Evadne";2013;"BY31";"Cladocera";29;144.44432;112.38558;25.75;29.7777777777778;27.3846153846154;4.02777777777778
"172";"Evadne";2014;"BY31";"Cladocera";26;130.719;99.3465;22.7692307692308;28.1111111111111;25.2222222222222;5.34188034188034
"173";"Evadne";2015;"BY31";"Cladocera";28;74.5098;29.999998;24.0952380952381;30.5;25.5454545454545;6.40476190476191
"174";"Evadne";2016;"BY31";"Cladocera";26;96;59.83998;22;26.6666666666667;24.4117647058824;4.66666666666667
"175";"Evadne";2017;"BY31";"Cladocera";26;156;105.3332636;22.4166666666667;27.5454545454545;25.5;5.12878787878788
"176";"Evadne";2018;"BY31";"Cladocera";28;128.0001;108;25.0909090909091;29;27.2307692307692;3.90909090909091
"177";"Evadne";2019;"BY31";"Cladocera";27;183.9999;134.24994375;24.5;28.1;26.4736842105263;3.6
"178";"Evadne";2020;"BY31";"Cladocera";25;89.66667;42.583315125;20.6666666666667;28.5714285714286;26.5555555555556;7.90476190476191
"179";"Evadne";2021;"BY31";"Cladocera";29;111.9999;40.0000008333333;24.2941176470588;33;25.9285714285714;8.70588235294118
"180";"Evadne";2022;"BY31";"Cladocera";26;99;66.61667925;23.1428571428571;27.25;24.7222222222222;4.10714285714286
"181";"Pseudocalanus";2008;"BY15";"Copepoda";31;41.50328;34.5701511730769;24.75;37.25;31.5;12.5
"182";"Pseudocalanus";2008;"BY31";"Copepoda";34;57.254928;39.7215017272727;29;39.5;33.5714285714286;10.5
"183";"Pseudocalanus";2008;"BY5";"Copepoda";27;102.287562;58.7535325555556;20.5;32.6;28.4;12.1
"184";"Pseudocalanus";2009;"BY15";"Copepoda";31;42.352906;35.2866544166667;26;37.6;32.6;11.6
"185";"Pseudocalanus";2009;"BY31";"Copepoda";33;31.0457625;15.1574635;31;41.25;34.8888888888889;10.25
"186";"Pseudocalanus";2009;"BY5";"Copepoda";29;94.771238;61.3685611607143;22;35.6666666666667;28.6666666666667;13.6666666666667
"187";"Pseudocalanus";2010;"BY15";"Copepoda";32;87.5817;79.0998107727273;25.8;36.6666666666667;30.6;10.8666666666667
"188";"Pseudocalanus";2010;"BY31";"Copepoda";36;30.392134;13.5806059016667;29.3333333333333;44.4;37;15.0666666666667
"189";"Pseudocalanus";2010;"BY5";"Copepoda";29;108.75822;69.5236755882353;21.75;38;28;16.25
"190";"Pseudocalanus";2011;"BY15";"Copepoda";27;176.7970175;99.9756301461538;21.6666666666667;34.3333333333333;26.8333333333333;12.6666666666667
"191";"Pseudocalanus";2011;"BY31";"Copepoda";37;67.189556;46.4765972029545;32.6666666666667;43;38.1428571428571;10.3333333333333
"192";"Pseudocalanus";2011;"BY5";"Copepoda";28;73.447657;44.2681907414773;19.5;35;29.5;15.5
"193";"Pseudocalanus";2012;"BY15";"Copepoda";27;64.052315;48.7162914985963;19;35;26.75;16
"194";"Pseudocalanus";2012;"BY31";"Copepoda";31;41.993427;25.2684996666667;26.6666666666667;38.3333333333333;32.2;11.6666666666667
"195";"Pseudocalanus";2012;"BY5";"Copepoda";31;77.777765;66.6473774047619;25;38;31;13
"196";"Pseudocalanus";2013;"BY15";"Copepoda";27;29.1830095;13.2055448195652;15;37;28.8;22
"197";"Pseudocalanus";2013;"BY31";"Copepoda";31;11.9280995;6.6960774175;22;41.6666666666667;32;19.6666666666667
"198";"Pseudocalanus";2013;"BY5";"Copepoda";28;97.777775;56.7885992692308;21.5;34.6;30.1666666666667;13.1
"199";"Pseudocalanus";2014;"BY15";"Copepoda";25;14.901962;10.7820148340909;13;34.5;24;21.5
"200";"Pseudocalanus";2014;"BY31";"Copepoda";28;28.2679835;11.5277896875;20.3333333333333;36;28;15.6666666666667
"201";"Pseudocalanus";2014;"BY5";"Copepoda";26;79.08495;70.9450899333333;20.75;30;25.6;9.25
"202";"Pseudocalanus";2015;"BY15";"Copepoda";29;19.3333;15.06133455;24;38;32;14
"203";"Pseudocalanus";2015;"BY31";"Copepoda";30;11.895425;4.27579185882353;22.5;39.5;30.6666666666667;17
"204";"Pseudocalanus";2015;"BY5";"Copepoda";28;47.133331;29.8257748516484;21.2;34.5;26;13.3
"205";"Pseudocalanus";2016;"BY15";"Copepoda";36;17.066648;10.2161988965;25.5;45;37.75;19.5
"206";"Pseudocalanus";2016;"BY31";"Copepoda";29;37.733325;16.89333;27;31.5;28.5652173913043;4.5
"207";"Pseudocalanus";2016;"BY5";"Copepoda";30;28.000034;22.0101175454545;25;35.8;31.2;10.8
"208";"Pseudocalanus";2017;"BY15";"Copepoda";27;17.28;9.71034831720321;14.5;39.5;27.5;25
"209";"Pseudocalanus";2017;"BY31";"Copepoda";38;22.6000289;5.39750234;29.3333333333333;49.25;46;19.9166666666667
"210";"Pseudocalanus";2017;"BY5";"Copepoda";32;20.49333425;18.5396819916667;24.25;39.3333333333333;32;15.0833333333333
"211";"Pseudocalanus";2018;"BY15";"Copepoda";27;6.199999;4.48136659134615;13;38.5;27;25.5
"212";"Pseudocalanus";2018;"BY31";"Copepoda";19;19.61468955;7.56066564907407;5;31;20;26
"213";"Pseudocalanus";2018;"BY5";"Copepoda";27;38.453355;30.9570069722222;20.4;32.6666666666667;25.75;12.2666666666667
"214";"Pseudocalanus";2019;"BY15";"Copepoda";29;14.0166735;5.747568665;8.66666666666667;43;34.5;34.3333333333333
"215";"Pseudocalanus";2019;"BY31";"Copepoda";34;25.66666;7.96666680769231;27;39.8;36.6666666666667;12.8
"216";"Pseudocalanus";2019;"BY5";"Copepoda";31;36.691668125;25.8196875234375;24;39.25;33;15.25
"217";"Pseudocalanus";2020;"BY15";"Copepoda";29;13.6;6.8525798675;16.5;38;32;21.5
"218";"Pseudocalanus";2020;"BY31";"Copepoda";34;13.0667;8.13214793452381;28.6666666666667;42.3333333333333;35.4;13.6666666666667
"219";"Pseudocalanus";2020;"BY5";"Copepoda";33;22.066709;16.4158171714286;27;40.75;35;13.75
"220";"Pseudocalanus";2021;"BY15";"Copepoda";35;32.1666305;17.822405194697;31.1428571428571;42.5;34.5714285714286;11.3571428571429
"221";"Pseudocalanus";2021;"BY31";"Copepoda";30;4.4666605;3.2207494425;21;40.3333333333333;30.3333333333333;19.3333333333333
"222";"Pseudocalanus";2021;"BY5";"Copepoda";29;23.83334;21.2787734473684;20;38.5;29;18.5
"223";"Pseudocalanus";2022;"BY15";"Copepoda";27;48.799974;29.779442559375;19.2;35.3333333333333;25.6666666666667;16.1333333333333
"224";"Pseudocalanus";2022;"BY31";"Copepoda";33;22.13334;13.52157126875;25.6666666666667;43.25;32.75;17.5833333333333
"225";"Pseudocalanus";2022;"BY5";"Copepoda";28;38.99996;35.1660177857143;20.6666666666667;34.5;27.75;13.8333333333333
"226";"Synchaeta";2008;"BY15";"Rotatoria";32;13.01961;3.9010422421875;16;47;35;31
"227";"Synchaeta";2008;"BY31";"Rotatoria";26;485.8824;485.8824;22.0571428571429;23.8947368421053;22.7714285714286;1.83759398496241
"228";"Synchaeta";2008;"BY5";"Rotatoria";27;4.41177;2.17053069419714;13;46.3333333333333;22;33.3333333333333
"229";"Synchaeta";2009;"BY15";"Rotatoria";20;247.4511;216.124491612054;17.1111111111111;21.8888888888889;19.5;4.77777777777778
"230";"Synchaeta";2009;"BY31";"Rotatoria";23;84.7059;67.8497175;19.4285714285714;25.75;22.375;6.32142857142857
"231";"Synchaeta";2009;"BY5";"Rotatoria";20;51.9609;41.201071875;14.8333333333333;20.4444444444444;17.8888888888889;5.61111111111111
