"Taxa";"Year";"Station";"Group";"Timing";"Maximum";"Magnitude";"Start";"End";"Middle";"Duration"
"45";"Spring_Diatoms";2009;"BY5";"Phytoplankton";16;33.5350948;29.5032362;14.0588235294118;16.6111111111111;15.3913043478261;2.55228758169935
"46";"Summer_bloom";2009;"BY15";"Phytoplankton";28;121.963394;107.166695333333;24.7777777777778;30.5;27.2222222222222;5.72222222222222
"47";"Summer_bloom";2009;"BY31";"Phytoplankton";29;128.7602061;92.04970171;25.7;30.3333333333333;27.4615384615385;4.63333333333333
"48";"Summer_bloom";2009;"BY5";"Phytoplankton";28;62.02924825;60.9110250833333;24.7777777777778;30.2;27.5555555555556;5.42222222222222
"49";"Fall_Diatoms";2009;"BY15";"Phytoplankton";45;6.28354435;4.87995763316667;42;47.6666666666667;45.1818181818182;5.66666666666666
"50";"Fall_Diatoms";2009;"BY31";"Phytoplankton";43;0.711908795;0.301023417777778;37.0833333333333;46.6666666666667;42.6;9.58333333333333
"51";"Fall_Diatoms";2009;"BY5";"Phytoplankton";45;1.83338384;1.62651291132653;41;47.625;44.5;6.625
"52";"Synechococcales";2009;"BY15";"Phytoplankton";31;23.014968;19.5733313;28.25;33.1;30.75;4.85
"53";"Synechococcales";2009;"BY31";"Phytoplankton";32;11.657763;5.20430666666667;27.625;33.9090909090909;32.1176470588235;6.28409090909091
"54";"Synechococcales";2009;"BY5";"Phytoplankton";23;7.26565093333333;4.82688555833333;20.4;26.6923076923077;24.375;6.29230769230769
"55";"Cyanobacteria";2010;"BY15";"Phytoplankton";31;16.866234;14.0013145714286;26.7142857142857;33.4;29.7777777777778;6.68571428571428
"56";"Cyanobacteria";2010;"BY31";"Phytoplankton";32;45.8148026;34.47311465;27.375;33.625;31;6.25
"57";"Cyanobacteria";2010;"BY5";"Phytoplankton";19;5.350295;2.14378641304348;6.4;29;12;22.6
"58";"Dinoflagellates";2010;"BY15";"Phytoplankton";17;116.4734002;90.5534048666667;15.5454545454545;18.5;17.1904761904762;2.95454545454546
"59";"Dinoflagellates";2010;"BY31";"Phytoplankton";17;90.04533;67.72216878;15;19;17.0909090909091;4
"60";"Dinoflagellates";2010;"BY5";"Phytoplankton";16;39.34973;35.3982476375;14;17.8181818181818;15.7692307692308;3.81818181818182
"61";"Mesodinium";2010;"BY15";"Phytoplankton";22;72.967433;58.5590488666667;16.75;22.6666666666667;19.25;5.91666666666667
"62";"Mesodinium";2010;"BY31";"Phytoplankton";24;44.22158;17.62048425;17.25;29;21.1428571428571;11.75
"63";"Mesodinium";2010;"BY5";"Phytoplankton";19;28.541299;18.7585148888889;12.25;21.5;16.8571428571429;9.25
"64";"Other";2010;"BY15";"Phytoplankton";28;43.7981159;25.9318488833333;24;32;26.7777777777778;8
"65";"Other";2010;"BY31";"Phytoplankton";29;27.7843546;15.2554138416667;23;36.75;28;13.75
"66";"Other";2010;"BY5";"Phytoplankton";29;16.4613812;10.3334699568182;23.25;34.75;28;11.5
"67";"Spring_bloom";2010;"BY15";"Phytoplankton";17;195.67857;153.9640455;14.75;18.6666666666667;16.9230769230769;3.91666666666667
"68";"Spring_bloom";2010;"BY31";"Phytoplankton";17;204.8644617;127.054675125;14.1666666666667;18.8888888888889;15.7142857142857;4.72222222222222
"69";"Spring_bloom";2010;"BY5";"Phytoplankton";15;114.963376;91.32663355;12.75;17.125;14.9230769230769;4.375
"70";"Spring_Diatoms";2010;"BY15";"Phytoplankton";14;46.14925574;34.695431055;13;15.1666666666667;14.1851851851852;2.16666666666667
"71";"Spring_Diatoms";2010;"BY31";"Phytoplankton";14;69.927599;57.4605569;12.7058823529412;14.625;13.8;1.91911764705882
"72";"Spring_Diatoms";2010;"BY5";"Phytoplankton";15;57.0154802;50.0307708375;13.05;15.2777777777778;14.2307692307692;2.22777777777778
"73";"Summer_bloom";2010;"BY15";"Phytoplankton";29;81.979323;80.0810711666667;25.5;31.625;28.5;6.125
"74";"Summer_bloom";2010;"BY31";"Phytoplankton";30;84.3126496;67.2299634083333;26.2222222222222;32.5555555555556;29.4285714285714;6.33333333333334
"75";"Summer_bloom";2010;"BY5";"Phytoplankton";29;31.603828;22.16553290625;25;32.25;28;7.25
"76";"Fall_Diatoms";2010;"BY15";"Phytoplankton";46;80.87067393;70.4792305648333;43.0909090909091;47.3333333333333;45.0833333333333;4.24242424242424
"77";"Fall_Diatoms";2010;"BY31";"Phytoplankton";42;1.99035107;1.07462919625;38;45.5;41.4;7.5
"78";"Fall_Diatoms";2010;"BY5";"Phytoplankton";44;38.56625238;32.201050164;42.1666666666667;45.4285714285714;44;3.26190476190477
"79";"Synechococcales";2010;"BY15";"Phytoplankton";31;35.984705225;35.9010666125;28.1818181818182;32.4166666666667;30.3333333333333;4.23484848484848
"80";"Synechococcales";2010;"BY31";"Phytoplankton";32;8.19554725;6.5066401;29.2727272727273;32.8095238095238;31.4666666666667;3.53679653679654
"81";"Synechococcales";2010;"BY5";"Phytoplankton";25;1.7140795;1.125073255;22.8;26.5833333333333;25;3.78333333333333
"82";"Cyanobacteria";2011;"BY15";"Phytoplankton";30;90.9592;61.090931;27.1052631578947;31;28.5333333333333;3.89473684210526
"83";"Cyanobacteria";2011;"BY31";"Phytoplankton";28;41.033405;32.962892;26.5;31.2;28.3846153846154;4.7
"84";"Cyanobacteria";2011;"BY5";"Phytoplankton";28;52.30983;43.7230101666667;26.4444444444444;28.8333333333333;27.6;2.38888888888889
"85";"Dinoflagellates";2011;"BY15";"Phytoplankton";18;12.4905196;9.5649271;16.375;20.5882352941176;18.9166666666667;4.21323529411765
"86";"Dinoflagellates";2011;"BY31";"Phytoplankton";17;82.585658;62.0966388333333;16;18.2;16.9615384615385;2.2
"87";"Dinoflagellates";2011;"BY5";"Phytoplankton";16;6.55689772;5.57465107083333;13.1666666666667;19.5;16.625;6.33333333333333
"88";"Mesodinium";2011;"BY15";"Phytoplankton";26;20.220708;11.0197481407407;17.5;35.5;23.5;18
"89";"Mesodinium";2011;"BY31";"Phytoplankton";24;21.207526;8.54957053684211;15.6666666666667;34;20.6;18.3333333333333
"90";"Mesodinium";2011;"BY5";"Phytoplankton";23;21.216397;10.9326719393939;13.2;35;19.3333333333333;21.8
"91";"Other";2011;"BY15";"Phytoplankton";31;34.2041601;16.5023353466667;26.625;36;29.3333333333333;9.375
"92";"Other";2011;"BY31";"Phytoplankton";29;61.0763109;42.0237605571429;26;32.5;29.4444444444444;6.5
"93";"Other";2011;"BY5";"Phytoplankton";26;55.271736;40.2092880285714;21.1428571428571;28.3333333333333;24.2;7.19047619047619
"94";"Spring_bloom";2011;"BY15";"Phytoplankton";17;39.1944225;28.22668525;14.2;20.1538461538462;17.7777777777778;5.95384615384615
"95";"Spring_bloom";2011;"BY31";"Phytoplankton";16;112.3558528;96.9483441375;14.1111111111111;18.0909090909091;16.1428571428571;3.97979797979798
"96";"Spring_bloom";2011;"BY5";"Phytoplankton";17;57.2217444;42.2715410416667;13.2;19.9;17.25;6.7
"97";"Spring_Diatoms";2011;"BY15";"Phytoplankton";17;3.038777378;2.317728106;13.6;19.9;17.25;6.3
"98";"Spring_Diatoms";2011;"BY31";"Phytoplankton";15;34.611939545;26.9810188483333;13;15.8518518518519;14.8888888888889;2.85185185185185
"99";"Spring_Diatoms";2011;"BY5";"Phytoplankton";17;4.49848148;3.9033750919;14;18.5555555555556;16.0909090909091;4.55555555555556
"100";"Summer_bloom";2011;"BY15";"Phytoplankton";30;189.750151;171.8823658;26.8888888888889;31.5555555555556;29.0909090909091;4.66666666666667
"101";"Summer_bloom";2011;"BY31";"Phytoplankton";30;106.955492;91.21884293;26.8;31;28.8571428571429;4.2
"102";"Summer_bloom";2011;"BY5";"Phytoplankton";27;121.732508;107.9755435;24.4545454545455;28.5;26.5384615384615;4.04545454545455
"103";"Fall_Diatoms";2011;"BY15";"Phytoplankton";45;59.34575647;45.85745340625;42.5555555555556;46.4615384615385;44.7692307692308;3.9059829059829
"104";"Fall_Diatoms";2011;"BY31";"Phytoplankton";45;3.6572543;3.248074832;42.1111111111111;47.125;44.7;5.01388888888889
"105";"Fall_Diatoms";2011;"BY5";"Phytoplankton";46;48.16628434;42.778658937;43.25;48;45.8181818181818;4.75
"106";"Synechococcales";2011;"BY15";"Phytoplankton";31;110.863813;86.3104976466667;28.7777777777778;32.3636363636364;30.5882352941176;3.58585858585859
"107";"Synechococcales";2011;"BY31";"Phytoplankton";37;17.5222581;8.0293489584;34.5;39.5;38.05;5
"108";"Synechococcales";2011;"BY5";"Phytoplankton";25;26.8092056666667;19.6221703388;22.1428571428571;27.3333333333333;25.2727272727273;5.19047619047619
"109";"Cyanobacteria";2012;"BY15";"Phytoplankton";29;29.43719;21.5581261213542;22.5;34.5;27.6;12
"110";"Cyanobacteria";2012;"BY31";"Phytoplankton";31;38.068594;27.8362787142857;26.5454545454545;33.25;30.3;6.70454545454545
"111";"Cyanobacteria";2012;"BY5";"Phytoplankton";25;3.754071;2.56437891666667;19.5;31.75;26.6;12.25
"112";"Dinoflagellates";2012;"BY15";"Phytoplankton";16;7.7158732875;5.48608624375;11.5;19.4444444444444;16.2857142857143;7.94444444444444
"113";"Dinoflagellates";2012;"BY31";"Phytoplankton";16;135.740093;97.327013;14.4705882352941;17.7777777777778;15.6666666666667;3.30718954248366
"114";"Dinoflagellates";2012;"BY5";"Phytoplankton";15;5.1968752;4.2169046;10.5;18.8571428571429;15.1666666666667;8.35714285714286
"115";"Mesodinium";2012;"BY15";"Phytoplankton";32;15.14877;11.0041226839015;22;41.3333333333333;33.3333333333333;19.3333333333333
"116";"Mesodinium";2012;"BY31";"Phytoplankton";21;32.90272;23.7306577;14.8333333333333;24;19;9.16666666666667
"117";"Mesodinium";2012;"BY5";"Phytoplankton";19;79.291704;65.914664037037;12.5;21.8;17.3333333333333;9.3
"118";"Other";2012;"BY15";"Phytoplankton";34;26.9967409;23.4033092560606;27.3333333333333;41.6666666666667;34.5;14.3333333333333
"119";"Other";2012;"BY31";"Phytoplankton";31;32.8758559;24.7416272153846;25;37;30.25;12
"120";"Other";2012;"BY5";"Phytoplankton";29;30.8769594;24.8563161242424;24;34;28.6666666666667;10
"121";"Spring_bloom";2012;"BY15";"Phytoplankton";17;60.1713305;44.99299628125;14.6666666666667;20.1538461538462;17.8888888888889;5.48717948717949
"122";"Spring_bloom";2012;"BY31";"Phytoplankton";16;198.8523909;141.1820096875;14.3333333333333;18.1111111111111;15.7894736842105;3.77777777777778
"123";"Spring_bloom";2012;"BY5";"Phytoplankton";15;98.0359534117647;80.6771836470588;11.4;18.875;15.5714285714286;7.475
"124";"Spring_Diatoms";2012;"BY15";"Phytoplankton";15;0.21608896125;0.173300825375;10;18.75;15;8.75
"125";"Spring_Diatoms";2012;"BY31";"Phytoplankton";16;30.75534397;28.724083485;14.6153846153846;16.4285714285714;15.4838709677419;1.81318681318681
"126";"Spring_Diatoms";2012;"BY5";"Phytoplankton";15;10.93978657;8.923189715;10.8;18.375;15;7.575
"127";"Summer_bloom";2012;"BY15";"Phytoplankton";29;108.742;97.9220833229167;25.375;31.5;28.2222222222222;6.125
"128";"Summer_bloom";2012;"BY31";"Phytoplankton";30;93.0284822;78.2683590833333;25.625;32.4285714285714;29;6.80357142857143
"129";"Summer_bloom";2012;"BY5";"Phytoplankton";28;84.8349286666667;75.2917986388889;24.5;30.4285714285714;27.2222222222222;5.92857142857143
"130";"Fall_Diatoms";2012;"BY15";"Phytoplankton";45;5.12342233939394;4.63891273030303;40.5;47.875;44.4285714285714;7.375
"131";"Fall_Diatoms";2012;"BY31";"Phytoplankton";46;11.67283581;9.39884950333334;42.875;47.5;45.4166666666667;4.625
"132";"Fall_Diatoms";2012;"BY5";"Phytoplankton";46;8.81856531;7.71653444395833;43.7;47.9;45.6923076923077;4.2
"133";"Synechococcales";2012;"BY15";"Phytoplankton";25;39.73106638;31.076880870625;21;28;24.875;7
"134";"Synechococcales";2012;"BY31";"Phytoplankton";32;2.9138885;2.2241158;27.9;32.6666666666667;29.75;4.76666666666667
"135";"Synechococcales";2012;"BY5";"Phytoplankton";26;29.547674;23.2146818888889;23.75;28.6363636363636;26.4545454545455;4.88636363636364
"136";"Cyanobacteria";2013;"BY15";"Phytoplankton";29;111.35308;95.5835578333333;27.2142857142857;30.5833333333333;28.7777777777778;3.36904761904762
"137";"Cyanobacteria";2013;"BY31";"Phytoplankton";30;40.03815;33.29569625;26.5454545454545;32.3333333333333;29;5.78787878787879
"138";"Cyanobacteria";2013;"BY5";"Phytoplankton";28;39.5199;31.4118549375;24.7692307692308;28.7142857142857;26.3571428571429;3.94505494505495
"139";"Dinoflagellates";2013;"BY15";"Phytoplankton";15;15.3484757285714;7.66868110714286;9.66666666666667;19.9;17;10.2333333333333
"140";"Dinoflagellates";2013;"BY31";"Phytoplankton";18;148.4618016;89.485208025;15.8888888888889;19;17.0588235294118;3.11111111111111
"141";"Dinoflagellates";2013;"BY5";"Phytoplankton";16;12.2470486571429;10.1318375015873;13.8;19.7;17.1111111111111;5.9
"142";"Mesodinium";2013;"BY15";"Phytoplankton";25;27.121804;15.2180368104762;17;31;22.2;14
"143";"Mesodinium";2013;"BY31";"Phytoplankton";25;29.71436;17.7556273076923;17;29.5;22.4285714285714;12.5
"144";"Mesodinium";2013;"BY5";"Phytoplankton";23;52.681077;40.8620383988095;18;23.8333333333333;21;5.83333333333333
"145";"Other";2013;"BY15";"Phytoplankton";26;58.6575433;23.8146294364286;20;31.3333333333333;28.2727272727273;11.3333333333333
"146";"Other";2013;"BY31";"Phytoplankton";30;25.4799486;18.2231848625;24;35.75;29.5;11.75
"147";"Other";2013;"BY5";"Phytoplankton";31;39.786217;24.7585894181818;25.5714285714286;36.8;32.3333333333333;11.2285714285714
"148";"Spring_bloom";2013;"BY15";"Phytoplankton";14;42.1089534285714;28.6951785891381;8.8;19.125;14.75;10.325
"149";"Spring_bloom";2013;"BY31";"Phytoplankton";17;282.2727482;205.24414585;15.1818181818182;18.625;16.7619047619048;3.44318181818182
"150";"Spring_bloom";2013;"BY5";"Phytoplankton";17;65.1607204285714;60.9281247142857;14.5555555555556;19.7;17.3;5.14444444444444
"151";"Spring_Diatoms";2013;"BY15";"Phytoplankton";12;8.1919831969697;7.70747358787879;8;14.875;11.5714285714286;6.875
"152";"Spring_Diatoms";2013;"BY31";"Phytoplankton";17;119.43526472;94.437629985;15.2631578947368;17.2631578947368;16.3548387096774;2
"153";"Spring_Diatoms";2013;"BY5";"Phytoplankton";16;34.4540597;29.6247586571429;14.2105263157895;17.3636363636364;15.5882352941176;3.15311004784689
"154";"Summer_bloom";2013;"BY15";"Phytoplankton";29;217.32202;176.9598711625;26.7;30.5;28.5625;3.8
"155";"Summer_bloom";2013;"BY31";"Phytoplankton";29;123.1374946;103.408422516667;25.8888888888889;31.8571428571429;28.4444444444444;5.96825396825397
"156";"Summer_bloom";2013;"BY5";"Phytoplankton";28;135.962296;78.8135209285714;24.5;31.25;26.5;6.75
"157";"Fall_Diatoms";2013;"BY15";"Phytoplankton";45;19.638982;17.9524975128571;42.2222222222222;47.4444444444444;44.8;5.22222222222222
"158";"Fall_Diatoms";2013;"BY31";"Phytoplankton";44;3.5980992;3.25796885714286;40.1111111111111;46.5714285714286;43.125;6.46031746031746
"159";"Fall_Diatoms";2013;"BY5";"Phytoplankton";46;42.2412194285714;33.9581842857143;43;47.3571428571429;45.4166666666667;4.35714285714285
"160";"Synechococcales";2013;"BY15";"Phytoplankton";31;2.5110633;1.83058045333333;27.8333333333333;36.3333333333333;31.1428571428571;8.5
"161";"Synechococcales";2013;"BY31";"Phytoplankton";33;26.093778;20.9653968375;30.6;34.3684210526316;32.7692307692308;3.76842105263158
"162";"Synechococcales";2013;"BY5";"Phytoplankton";26;30.7241747;26.2283827475;24.3333333333333;27.25;25.7142857142857;2.91666666666667
"163";"Cyanobacteria";2014;"BY15";"Phytoplankton";33;47.5289424;41.0979633375;28.7142857142857;36;32;7.28571428571428
"164";"Cyanobacteria";2014;"BY31";"Phytoplankton";29;67.20512;53.102045;27.2307692307692;29.9444444444444;28.6521739130435;2.71367521367521
"165";"Cyanobacteria";2014;"BY5";"Phytoplankton";30;3.7011213;1.53283884204545;23.25;39;27.8571428571429;15.75
"166";"Dinoflagellates";2014;"BY15";"Phytoplankton";18;73.3956462;62.4982169785714;15.9230769230769;19.2727272727273;17.4375;3.34965034965035
"167";"Dinoflagellates";2014;"BY31";"Phytoplankton";17;295.234313;295.234313;16.1627906976744;17.6086956521739;16.7441860465116;1.4459049544995
"168";"Dinoflagellates";2014;"BY5";"Phytoplankton";16;2.3851732;2.2517287;13;18.4444444444444;15.7777777777778;5.44444444444444
"169";"Mesodinium";2014;"BY15";"Phytoplankton";22;157.362194;121.646539142857;19.2857142857143;24.4;22.1818181818182;5.11428571428571
"170";"Mesodinium";2014;"BY31";"Phytoplankton";24;57.70405;32.76620935;18.1666666666667;28;21.875;9.83333333333333
"171";"Mesodinium";2014;"BY5";"Phytoplankton";18;18.299146;15.5240664583333;11.8;19.8;16;8
"172";"Other";2014;"BY15";"Phytoplankton";32;18.1685945;12.0588304677381;28;39.75;32;11.75
"173";"Other";2014;"BY31";"Phytoplankton";29;64.3448741;47.2962369857143;24.4545454545455;31.75;27.2857142857143;7.29545454545455
"174";"Other";2014;"BY5";"Phytoplankton";30;19.2230322;13.5913245541667;24;35;28.8333333333333;11
"175";"Spring_bloom";2014;"BY15";"Phytoplankton";18;144.209276;132.3306305;16.0909090909091;20.2142857142857;18.25;4.12337662337663
"176";"Spring_bloom";2014;"BY31";"Phytoplankton";18;313.7002914;211.0743966;15.9166666666667;18.7142857142857;16.8888888888889;2.79761904761905
"177";"Spring_bloom";2014;"BY5";"Phytoplankton";15;22.155195;19.582586625;10.6666666666667;18.375;14.8333333333333;7.70833333333333
"178";"Spring_Diatoms";2014;"BY15";"Phytoplankton";17;13.63948068;11.9440941933333;15.1538461538462;18.7272727272727;16.875;3.57342657342657
"179";"Spring_Diatoms";2014;"BY31";"Phytoplankton";15;14.97900979;14.97900979;14.4285714285714;15.6071428571429;15.1607142857143;1.17857142857143
"180";"Spring_Diatoms";2014;"BY5";"Phytoplankton";12;2.0381774;0.9803868596;6.18181818181818;16;10;9.81818181818182
"181";"Summer_bloom";2014;"BY15";"Phytoplankton";27;164.3869388;141.3894884;24.0909090909091;29.2857142857143;26.4;5.19480519480519
"182";"Summer_bloom";2014;"BY31";"Phytoplankton";28;134.9809538;118.90849994;24.7272727272727;29.9;27.5;5.17272727272727
"183";"Summer_bloom";2014;"BY5";"Phytoplankton";30;27.335191;23.8382547642857;26.2857142857143;33.6666666666667;29.8571428571429;7.38095238095238
"184";"Fall_Diatoms";2014;"BY15";"Phytoplankton";46;19.2844339;16.6341644875;44.0909090909091;48.1;46.0769230769231;4.00909090909091
"185";"Fall_Diatoms";2014;"BY31";"Phytoplankton";45;23.2893298;13.704772508;41.8571428571429;46.1538461538462;44.6428571428571;4.2967032967033
"186";"Fall_Diatoms";2014;"BY5";"Phytoplankton";45;55.981244;32.003265805;40.5;47.8888888888889;45.3636363636364;7.38888888888889
"187";"Synechococcales";2014;"BY15";"Phytoplankton";29;9.21409;7.40630216;26.6666666666667;29.9090909090909;28.25;3.24242424242424
"188";"Synechococcales";2014;"BY31";"Phytoplankton";29;9.0578778;6.7161498;26.25;30.5714285714286;29.0714285714286;4.32142857142857
"189";"Synechococcales";2014;"BY5";"Phytoplankton";34;2.3443645;0.810326233129252;23.5714285714286;44.6666666666667;28.6666666666667;21.0952380952381
"190";"Cyanobacteria";2015;"BY15";"Phytoplankton";28;38.22848;27.4494701111111;24;32.6666666666667;29;8.66666666666666
"191";"Cyanobacteria";2015;"BY31";"Phytoplankton";32;34.6426641;29.9805091833333;28.625;34.6666666666667;31.3333333333333;6.04166666666666
"192";"Cyanobacteria";2015;"BY5";"Phytoplankton";29;21.5591487;16.2806415104167;26;33.3333333333333;29.7777777777778;7.33333333333334
"193";"Dinoflagellates";2015;"BY15";"Phytoplankton";18;42.2891876;33.7172209;15.4285714285714;20.2857142857143;18.1818181818182;4.85714285714286
"194";"Dinoflagellates";2015;"BY31";"Phytoplankton";16;199.4654715;155.9781186;14.8461538461538;17.2;15.92;2.35384615384615
"195";"Dinoflagellates";2015;"BY5";"Phytoplankton";16;4.2994471;3.66463088642857;14.125;18.9;16.6153846153846;4.775
"196";"Mesodinium";2015;"BY15";"Phytoplankton";25;8.09796;6.27760047083333;15;34;26;19
"197";"Mesodinium";2015;"BY31";"Phytoplankton";24;17.055945;7.62976525;14;33;20;19
"198";"Mesodinium";2015;"BY5";"Phytoplankton";22;72.065524;32.0653272153846;14.5714285714286;27;17.625;12.4285714285714
"199";"Other";2015;"BY15";"Phytoplankton";30;17.4019272;13.7230330375;25.3333333333333;35.25;30.3333333333333;9.91666666666667
"200";"Other";2015;"BY31";"Phytoplankton";32;26.960379;19.0493223538462;25.3333333333333;38;31.6666666666667;12.6666666666667
"201";"Other";2015;"BY5";"Phytoplankton";28;12.2195866;8.86215957627551;21.25;35;27;13.75
"202";"Spring_bloom";2015;"BY15";"Phytoplankton";17;58.2715076666667;44.1619087083333;14.3333333333333;20.0769230769231;17.6666666666667;5.74358974358974
"203";"Spring_bloom";2015;"BY31";"Phytoplankton";16;267.635775;210.0987267;14.8181818181818;17.75;16;2.93181818181818
"204";"Spring_bloom";2015;"BY5";"Phytoplankton";16;79.734612;64.5708385028571;13.1428571428571;18.4444444444444;16.0909090909091;5.3015873015873
"205";"Spring_Diatoms";2015;"BY15";"Phytoplankton";13;2.37987649;0.967648947541667;7;18.4;9.66666666666667;11.4
"206";"Spring_Diatoms";2015;"BY31";"Phytoplankton";17;50.07146733;45.055386815;15.4615384615385;17.8333333333333;16.5238095238095;2.37179487179487
