"Year";"Month";"Station";"n"
"173";"2012";7;"BY31";2
"174";"2012";7;"BY5";1
"175";"2012";8;"BY15";1
"176";"2012";8;"BY31";3
"177";"2012";8;"BY5";1
"178";"2012";9;"BY31";2
"179";"2012";9;"BY5";1
"180";"2012";10;"BY31";1
"181";"2012";10;"BY5";1
"182";"2012";11;"BY31";1
"183";"2012";11;"BY5";1
"184";"2012";12;"BY31";1
"185";"2013";1;"BY5";1
"186";"2013";2;"BY31";2
"187";"2013";2;"BY5";1
"188";"2013";3;"BY31";2
"189";"2013";3;"BY5";1
"190";"2013";4;"BY15";1
"191";"2013";4;"BY31";4
"192";"2013";4;"BY5";1
"193";"2013";5;"BY15";1
"194";"2013";5;"BY31";2
"195";"2013";5;"BY5";1
"196";"2013";6;"BY15";1
"197";"2013";6;"BY31";2
"198";"2013";6;"BY5";1
"199";"2013";7;"BY15";1
"200";"2013";7;"BY31";3
"201";"2013";8;"BY15";1
"202";"2013";8;"BY31";2
"203";"2013";8;"BY5";2
"204";"2013";9;"BY15";1
"205";"2013";9;"BY31";2
"206";"2013";9;"BY5";1
"207";"2013";10;"BY15";1
"208";"2013";10;"BY31";1
"209";"2013";10;"BY5";1
"210";"2013";11;"BY15";1
"211";"2013";11;"BY31";1
"212";"2013";11;"BY5";1
"213";"2013";12;"BY5";1
"214";"2014";2;"BY15";1
"215";"2014";2;"BY31";2
"216";"2014";2;"BY5";1
"217";"2014";3;"BY15";2
"218";"2014";3;"BY31";2
"219";"2014";3;"BY5";2
"220";"2014";4;"BY15";1
"221";"2014";4;"BY31";4
"222";"2014";4;"BY5";1
"223";"2014";5;"BY31";2
"224";"2014";6;"BY15";1
"225";"2014";6;"BY31";2
"226";"2014";6;"BY5";1
"227";"2014";7;"BY15";1
"228";"2014";7;"BY31";3
"229";"2014";7;"BY5";1
"230";"2014";8;"BY15";1
"231";"2014";8;"BY31";2
"232";"2014";8;"BY5";1
"233";"2014";9;"BY15";1
"234";"2014";9;"BY31";2
"235";"2014";9;"BY5";1
"236";"2014";10;"BY15";1
"237";"2014";10;"BY31";2
"238";"2014";10;"BY5";1
"239";"2014";11;"BY15";1
"240";"2014";11;"BY31";1
"241";"2014";11;"BY5";1
"242";"2014";12;"BY15";1
"243";"2014";12;"BY31";1
"244";"2015";1;"BY15";1
"245";"2015";1;"BY31";1
"246";"2015";2;"BY15";1
"247";"2015";2;"BY31";1
"248";"2015";2;"BY5";1
"249";"2015";3;"BY15";1
"250";"2015";3;"BY31";3
"251";"2015";3;"BY5";1
"252";"2015";4;"BY31";4
"253";"2015";4;"BY5";1
"254";"2015";5;"BY31";2
"255";"2015";6;"BY15";1
"256";"2015";6;"BY31";3
"257";"2015";6;"BY5";1
"258";"2015";7;"BY15";1
"259";"2015";7;"BY31";2
"260";"2015";7;"BY5";1
"261";"2015";8;"BY31";2
"262";"2015";9;"BY31";2
"263";"2015";10;"BY15";1
"264";"2015";10;"BY31";2
"265";"2015";10;"BY5";1
"266";"2015";11;"BY15";1
"267";"2015";11;"BY31";1
"268";"2015";11;"BY5";1
"269";"2015";12;"BY15";1
"270";"2015";12;"BY31";1
"271";"2015";12;"BY5";1
"272";"2016";1;"BY15";1
"273";"2016";1;"BY31";1
"274";"2016";1;"BY5";1
"275";"2016";2;"BY15";1
"276";"2016";2;"BY31";1
"277";"2016";2;"BY5";1
"278";"2016";3;"BY15";1
"279";"2016";3;"BY31";2
"280";"2016";3;"BY5";1
"281";"2016";4;"BY15";1
"282";"2016";4;"BY31";4
"283";"2016";4;"BY5";1
"284";"2016";5;"BY15";1
"285";"2016";5;"BY31";3
"286";"2016";5;"BY5";1
"287";"2016";6;"BY15";1
"288";"2016";6;"BY31";2
"289";"2016";6;"BY5";1
"290";"2016";7;"BY15";1
"291";"2016";7;"BY31";2
"292";"2016";7;"BY5";1
"293";"2016";8;"BY15";1
"294";"2016";8;"BY31";3
"295";"2016";8;"BY5";1
"296";"2016";9;"BY15";1
"297";"2016";9;"BY31";2
"298";"2016";9;"BY5";1
"299";"2016";10;"BY15";1
"300";"2016";10;"BY31";1
"301";"2016";10;"BY5";1
"302";"2016";11;"BY15";1
"303";"2016";11;"BY31";1
"304";"2016";11;"BY5";1
"305";"2016";12;"BY15";1
"306";"2016";12;"BY31";1
"307";"2016";12;"BY5";1
"308";"2017";1;"BY15";1
"309";"2017";1;"BY31";1
"310";"2017";1;"BY5";1
"311";"2017";2;"BY15";1
"312";"2017";2;"BY31";1
"313";"2017";2;"BY5";1
"314";"2017";3;"BY15";1
"315";"2017";3;"BY31";3
"316";"2017";3;"BY5";1
"317";"2017";4;"BY15";1
"318";"2017";4;"BY31";2
"319";"2017";4;"BY5";1
"320";"2017";5;"BY15";1
"321";"2017";5;"BY31";3
"322";"2017";5;"BY5";1
"323";"2017";6;"BY15";1
"324";"2017";6;"BY31";2
"325";"2017";6;"BY5";1
"326";"2017";7;"BY15";1
"327";"2017";7;"BY31";3
"328";"2017";7;"BY5";1
"329";"2017";8;"BY31";2
"330";"2017";9;"BY15";1
"331";"2017";9;"BY31";2
"332";"2017";9;"BY5";1
"333";"2017";10;"BY5";1
"334";"2017";11;"BY15";1
"335";"2017";11;"BY31";1
"336";"2017";11;"BY5";1
"337";"2017";12;"BY15";1
"338";"2017";12;"BY31";1
"339";"2017";12;"BY5";1
"340";"2018";1;"BY15";1
"341";"2018";1;"BY31";1
"342";"2018";1;"BY5";1
"343";"2018";3;"BY31";3
"344";"2018";3;"BY5";1
"345";"2018";4;"BY15";1
"346";"2018";4;"BY31";3
"347";"2018";4;"BY5";1
"348";"2018";5;"BY15";1
"349";"2018";5;"BY31";2
"350";"2018";5;"BY5";1
"351";"2018";6;"BY31";2
"352";"2018";7;"BY31";3
"353";"2018";8;"BY31";2
"354";"2018";9;"BY15";1
"355";"2018";9;"BY31";2
"356";"2018";9;"BY5";1
"357";"2018";10;"BY15";1
"358";"2018";10;"BY31";1
"359";"2018";10;"BY5";1
"360";"2018";11;"BY15";1
"361";"2018";11;"BY31";1
"362";"2018";11;"BY5";1
"363";"2018";12;"BY15";1
"364";"2018";12;"BY31";1
"365";"2018";12;"BY5";1
"366";"2019";1;"BY15";1
"367";"2019";1;"BY31";1
"368";"2019";1;"BY5";1
"369";"2019";2;"BY15";1
"370";"2019";2;"BY31";1
"371";"2019";2;"BY5";1
"372";"2019";3;"BY15";1
"373";"2019";3;"BY31";2
"374";"2019";3;"BY5";1
"375";"2019";4;"BY15";1
"376";"2019";4;"BY31";4
"377";"2019";4;"BY5";1
"378";"2019";5;"BY15";1
"379";"2019";5;"BY31";2
"380";"2019";5;"BY5";1
"381";"2019";6;"BY15";1
"382";"2019";6;"BY31";2
"383";"2019";6;"BY5";1
"384";"2019";7;"BY15";1
"385";"2019";7;"BY31";3
"386";"2019";7;"BY5";1
"387";"2019";8;"BY15";1
"388";"2019";8;"BY31";2
"389";"2019";8;"BY5";1
"390";"2019";9;"BY15";1
"391";"2019";9;"BY31";2
"392";"2019";9;"BY5";1
"393";"2019";10;"BY15";1
"394";"2019";10;"BY31";1
"395";"2019";10;"BY5";1
"396";"2019";11;"BY15";1
"397";"2019";11;"BY31";1
"398";"2019";11;"BY5";1
"399";"2019";12;"BY15";1
"400";"2019";12;"BY31";1
"401";"2019";12;"BY5";1
"402";"2020";1;"BY15";1
"403";"2020";1;"BY5";1
"404";"2020";2;"BY15";1
"405";"2020";2;"BY5";1
"406";"2020";3;"BY15";1
"407";"2020";3;"BY31";3
"408";"2020";3;"BY5";1
"409";"2020";4;"BY15";1
"410";"2020";4;"BY31";4
"411";"2020";4;"BY5";1
"412";"2020";5;"BY15";1
"413";"2020";5;"BY31";2
"414";"2020";5;"BY5";1
"415";"2020";6;"BY15";1
"416";"2020";6;"BY31";2
"417";"2020";6;"BY5";1
"418";"2020";7;"BY15";1
"419";"2020";7;"BY31";3
"420";"2020";7;"BY5";1
"421";"2020";8;"BY15";1
"422";"2020";8;"BY31";2
"423";"2020";8;"BY5";1
"424";"2020";9;"BY15";1
"425";"2020";9;"BY31";2
"426";"2020";9;"BY5";1
"427";"2020";10;"BY15";1
"428";"2020";10;"BY31";1
"429";"2020";10;"BY5";1
"430";"2020";11;"BY15";1
"431";"2020";11;"BY31";1
"432";"2020";11;"BY5";1
"433";"2020";12;"BY15";1
"434";"2020";12;"BY31";1
"435";"2020";12;"BY5";1
"436";"2021";1;"BY15";1
"437";"2021";1;"BY31";1
"438";"2021";1;"BY5";1
"439";"2021";2;"BY15";1
"440";"2021";2;"BY31";1
"441";"2021";2;"BY5";1
"442";"2021";3;"BY15";1
"443";"2021";3;"BY31";3
"444";"2021";3;"BY5";1
"445";"2021";4;"BY15";1
"446";"2021";4;"BY31";4
"447";"2021";4;"BY5";1
"448";"2021";5;"BY15";1
"449";"2021";5;"BY31";2
"450";"2021";5;"BY5";1
"451";"2021";6;"BY15";1
"452";"2021";6;"BY31";2
"453";"2021";6;"BY5";1
"454";"2021";7;"BY15";1
"455";"2021";7;"BY31";2
"456";"2021";7;"BY5";1
"457";"2021";8;"BY15";1
"458";"2021";8;"BY31";3
"459";"2021";8;"BY5";1
"460";"2021";9;"BY15";1
"461";"2021";9;"BY31";1
"462";"2021";9;"BY5";1
"463";"2021";10;"BY15";1
"464";"2021";10;"BY31";1
"465";"2021";10;"BY5";1
"466";"2021";11;"BY15";1
"467";"2021";11;"BY31";1
"468";"2021";11;"BY5";1
"469";"2021";12;"BY15";1
"470";"2021";12;"BY31";1
"471";"2021";12;"BY5";1
"472";"2022";2;"BY15";1
"473";"2022";2;"BY31";1
"474";"2022";2;"BY5";1
"475";"2022";3;"BY15";1
"476";"2022";3;"BY31";2
"477";"2022";3;"BY5";1
"478";"2022";4;"BY15";1
"479";"2022";4;"BY31";4
"480";"2022";4;"BY5";1
"481";"2022";5;"BY15";1
"482";"2022";5;"BY31";2
"483";"2022";5;"BY5";1
"484";"2022";6;"BY15";1
"485";"2022";6;"BY31";2
"486";"2022";6;"BY5";1
"487";"2022";7;"BY15";1
"488";"2022";7;"BY31";2
"489";"2022";7;"BY5";1
"490";"2022";8;"BY15";1
"491";"2022";8;"BY31";2
"492";"2022";8;"BY5";1
"493";"2022";9;"BY15";1
"494";"2022";9;"BY31";2
"495";"2022";9;"BY5";1
"496";"2022";10;"BY15";1
"497";"2022";10;"BY31";2
"498";"2022";10;"BY5";1
"499";"2022";11;"BY15";1
"500";"2022";11;"BY31";1
"501";"2022";11;"BY5";1
"502";"2022";12;"BY31";1
"503";"2022";12;"BY5";1
